event_date,event_timestamp,event_name,user_pseudo_id,device_category,device_os,page_location,user_id,page
23-02-2025,173569,form_submit,114.569.874,desktop,Windows,https://smileguru.com/emergency-dental,52,Emergency-dental
23-02-2025,173567,click,682.910.502,tablet,iOS,https://smileguru.com/teeth-whitening,53,teeth-whitening
23-02-2025,173570,scroll,123.368.665,desktop,Windows,https://smileguru.com/root-canal,54,Root-canal
23-02-2025,173567,page_view,616.666.495,desktop,Android,https://smileguru.com/dental-implants,55,Dental-implants
23-02-2025,173575,form_submit,191.172.749,unknown,iOS,https://smileguru.com/teeth-whitening,56,teeth-whitening
23-02-2025,173571,scroll,913.284.270,tablet,Android,https://smileguru.com/home,57,Main
23-02-2025,173573,scroll,834.750.495,mobile,Windows,https://smileguru.com/emergency-dental,58,Emergency-dental
23-02-2025,173571,page_view,953.232.946,tablet,iOS,https://smileguru.com/root-canal,59,Root-canal
23-02-2025,173574,scroll,305.410.285,desktop,Android,https://smileguru.com/teeth-whitening,60,teeth-whitening
23-02-2025,173573,unknown,unknown,mobile,iOS,https://smileguru.com/orthodontics,61,Orthodontics
23-02-2025,173575,click,129.819.362,unknown,Android,https://smileguru.com/contact,62,Contact
23-02-2025,173568,scroll,170.852.325,mobile,Windows,https://smileguru.com/emergency-dental,63,Emergency-dental
23-02-2025,173569,page_view,821.586.285,mobile,Android,https://smileguru.com/teeth-whitening,64,teeth-whitening
23-02-2025,173570,scroll,991.775.747,tablet,unknown,https://smileguru.com/about-us,65,About
23-02-2025,173568,click,163.808.733,desktop,Android,https://smileguru.com/contact,66,Contact
23-02-2025,173568,scroll,589.776.207,tablet,iOS,https://smileguru.com/root-canal,67,Root-canal
23-02-2025,173573,page_view,unknown,tablet,Android,https://smileguru.com,68,main
23-02-2025,173568,form_submit,980.445.826,tablet,Android,https://smileguru.com/home,69,Main
23-02-2025,173573,scroll,957.146.858,desktop,Windows,https://smileguru.com/root-canal,70,Root-canal
23-02-2025,173570,click,237.520.926,tablet,Android,https://smileguru.com/about-us,71,About
23-02-2025,173569,page_view,unknown,mobile,Windows,https://smileguru.com/teeth-whitening,72,teeth-whitening
23-02-2025,173575,form_submit,376.327.120,mobile,Windows,https://smileguru.com/about-us,73,About
23-02-2025,173571,page_view,148.781.582,unknown,Windows,https://smileguru.com/orthodontics,74,Orthodontics
23-02-2025,173569,scroll,113.379.265,desktop,Windows,https://smileguru.com/emergency-dental,75,Emergency-dental
23-02-2025,173573,unknown,272.524.443,unknown,Windows,https://smileguru.com/dental-implants,76,Dental-implants
23-02-2025,173570,click,777.625.272,tablet,iOS,https://smileguru.com/root-canal,77,Root-canal
23-02-2025,173575,page_view,423.150.290,unknown,Windows,https://smileguru.com/about-us,78,About
23-02-2025,173568,form_submit,784.741.199,unknown,Android,https://smileguru.com/dental-implants,79,Dental-implants
23-02-2025,173569,page_view,656.423.990,tablet,Windows,https://smileguru.com/dental-implants,80,Dental-implants
23-02-2025,173572,form_submit,259.862.524,mobile,Android,https://smileguru.com/teeth-whitening,81,teeth-whitening
23-02-2025,173569,click,724.602.365,desktop,Android,https://smileguru.com/index,82,Index
23-02-2025,173572,unknown,524.371.864,tablet,Android,https://smileguru.com/emergency-dental,83,Emergency-dental
23-02-2025,173572,click,116.831.417,mobile,Windows,https://smileguru.com,84,main
23-02-2025,173571,scroll,532.480.216,mobile,Windows,https://smileguru.com/orthodontics,85,Orthodontics
23-02-2025,173572,page_view,893.249.635,desktop,iOS,https://smileguru.com/root-canal,86,Root-canal
23-02-2025,173569,click,unknown,tablet,Windows,https://smileguru.com,87,main
23-02-2025,173573,click,646.275.858,mobile,Android,https://smileguru.com/orthodontics,88,Orthodontics
23-02-2025,173568,scroll,511.626.305,tablet,iOS,https://smileguru.com,89,main
23-02-2025,173567,click,507.150.622,desktop,Android,https://smileguru.com/dental-implants,90,Dental-implants
23-02-2025,173568,scroll,399.464.684,mobile,Windows,https://smileguru.com/dental-implants,91,Dental-implants
23-02-2025,173567,page_view,453.787.462,desktop,Android,https://smileguru.com/index,92,Index
23-02-2025,173569,page_view,436.569.825,mobile,Windows,https://smileguru.com/dental-implants,93,Dental-implants
23-02-2025,173570,form_submit,465.729.719,mobile,iOS,https://smileguru.com/dental-implants,94,Dental-implants
23-02-2025,173567,scroll,378.154.840,tablet,Android,https://smileguru.com/index,95,Index
23-02-2025,173570,page_view,331.837.523,tablet,Linux,https://smileguru.com/root-canal,96,Root-canal
23-02-2025,173573,form_submit,132.801.426,desktop,Linux,https://smileguru.com/contact,97,Contact
23-02-2025,173570,click,136.168.148,smartwatch,Windows,https://smileguru.com/emergency-dental,98,Emergency-dental
23-02-2025,173574,page_view,604.701.814,desktop,unknown,https://smileguru.com,99,main
23-02-2025,173573,unknown,570.554.950,tablet,Windows,https://smileguru.com/about,100,About
23-02-2025,173573,unknown,570.554.950,tablet,Windows,https://smileguru.com/about,101,About
23-02-2025,173574,page_view,258.380.648,mobile,iOS,https://smileguru.com,102,main
23-02-2025,173569,click,999.494.507,mobile,Android,https://smileguru.com,103,main
23-02-2025,173574,unknown,511.889.328,unknown,iOS,https://smileguru.com/teeth-whitening,104,teeth-whitening
23-02-2025,173569,click,992.535.744,tablet,Linux,https://smileguru.com/teeth-whitening,105,teeth-whitening
23-02-2025,173571,scroll,394.155.768,tablet,iOS,https://smileguru.com/home,106,Main
23-02-2025,173573,scroll,108.965.319,tablet,Windows,https://smileguru.com/home,107,Main
23-02-2025,173568,form_submit,869.853.838,smartwatch,iOS,https://smileguru.com,108,main
23-02-2025,173568,form_submit,869.853.838,smartwatch,iOS,https://smileguru.com,109,main
23-02-2025,173574,scroll,789.798.839,mobile,Windows,https://smileguru.com/orthodontics,110,Orthodontics
23-02-2025,173575,click,787.542.382,tablet,Windows,https://smileguru.com,111,main
23-02-2025,173569,form_submit,353.910.439,tablet,iOS,https://smileguru.com/emergency-dental,112,Emergency-dental
23-02-2025,173572,scroll,524.701.285,mobile,Android,https://smileguru.com,113,main
23-02-2025,173568,click,446.998.850,unknown,iOS,https://smileguru.com/dental-implants,114,Dental-implants
23-02-2025,173573,scroll,unknown,mobile,Windows,https://smileguru.com,115,main
23-02-2025,173573,scroll,unknown,mobile,Windows,https://smileguru.com,116,main
23-02-2025,173574,unknown,519.304.491,desktop,Android,https://smileguru.com/about,117,About
23-02-2025,173571,click,367.149.976,desktop,iOS,https://smileguru.com/home,118,Main
23-02-2025,173571,page_view,801.839.603,desktop,iOS,https://smileguru.com/emergency-dental,119,Emergency-dental
23-02-2025,173572,form_submit,unknown,tablet,Linux,https://smileguru.com/dental-implants,120,Dental-implants
23-02-2025,173570,page_view,724.304.732,tablet,Windows,https://smileguru.com/dental-implants,121,Dental-implants
23-02-2025,173575,page_view,574.279.644,mobile,Windows,https://smileguru.com/root-canal,122,Root-canal
23-02-2025,173572,unknown,692.142.540,desktop,Android,https://smileguru.com/root-canal,123,Root-canal
23-02-2025,173573,scroll,902.468.899,tablet,iOS,https://smileguru.com/contact,124,Contact
23-02-2025,173568,click,921.328.546,smartwatch,iOS,https://smileguru.com/emergency-dental,125,Emergency-dental
23-02-2025,173568,click,116.811.950,mobile,Windows,https://smileguru.com,126,main
23-02-2025,173573,form_submit,605.689.199,desktop,iOS,https://smileguru.com/teeth-whitening,127,teeth-whitening
23-02-2025,173568,page_view,414.989.578,desktop,Android,https://smileguru.com/about,128,About
23-02-2025,173569,form_submit,103.827.163,tablet,iOS,https://smileguru.com/about-us,129,About
23-02-2025,173569,unknown,546.389.165,desktop,Android,https://smileguru.com/cosmetic-dentistry,130,cosmetic-dentistry
23-02-2025,173570,form_submit,403.684.291,desktop,iOS,https://smileguru.com/orthodontics,131,Orthodontics
23-02-2025,173568,form_submit,737.139.828,desktop,Android,https://smileguru.com/root-canal,132,Root-canal
23-02-2025,173570,form_submit,137.717.357,mobile,Windows,https://smileguru.com/about-us,133,About
23-02-2025,173574,click,699.655.619,desktop,Android,https://smileguru.com/teeth-whitening,134,teeth-whitening
23-02-2025,173572,click,773.966.197,mobile,Android,https://smileguru.com/home,135,Main
23-02-2025,173575,page_view,835.727.201,mobile,iOS,https://smileguru.com/root-canal,136,Root-canal
23-02-2025,173571,scroll,624.280.461,tablet,Windows,https://smileguru.com/orthodontics,137,Orthodontics
23-02-2025,173574,form_submit,705.724.619,mobile,Windows,https://smileguru.com/cosmetic-dentistry,138,cosmetic-dentistry
23-02-2025,173573,form_submit,263.363.831,unknown,Android,https://smileguru.com/contact,139,Contact
23-02-2025,173573,click,366.408.595,desktop,iOS,https://smileguru.com/orthodontics,140,Orthodontics
23-02-2025,173573,click,366.408.595,desktop,iOS,https://smileguru.com/orthodontics,141,Orthodontics
23-02-2025,173568,page_view,499.851.709,tablet,Android,https://smileguru.com/contact,142,Contact
23-02-2025,173573,click,322.898.361,unknown,Android,https://smileguru.com/orthodontics,143,Orthodontics
23-02-2025,173569,scroll,920.735.421,unknown,iOS,https://smileguru.com/about,144,About
23-02-2025,173571,unknown,unknown,tablet,iOS,https://smileguru.com/dental-implants,145,Dental-implants
23-02-2025,173568,click,256.684.497,tablet,iOS,https://smileguru.com/home,146,Main
23-02-2025,173574,page_view,205.106.516,tablet,Linux,https://smileguru.com/dental-implants,147,Dental-implants
23-02-2025,173572,click,190.920.460,desktop,Android,https://smileguru.com,148,main
23-02-2025,173572,click,190.920.460,desktop,Android,https://smileguru.com,149,main
23-02-2025,173570,unknown,469.616.346,smartwatch,iOS,https://smileguru.com/contact,150,Contact
23-02-2025,173571,scroll,995.678.879,tablet,Android,https://smileguru.com/emergency-dental,151,Emergency-dental
23-02-2025,173569,form_submit,917.468.109,desktop,Android,https://smileguru.com,152,main
23-02-2025,173572,click,331.501.934,mobile,Windows,https://smileguru.com/index,153,Index
23-02-2025,173570,form_submit,447.237.327,mobile,iOS,https://smileguru.com/teeth-whitening,154,teeth-whitening
23-02-2025,173570,form_submit,447.237.327,mobile,iOS,https://smileguru.com/teeth-whitening,155,teeth-whitening
23-02-2025,173568,unknown,927.247.402,desktop,Android,https://smileguru.com,156,main
23-02-2025,173572,scroll,409.192.312,mobile,Windows,https://smileguru.com/orthodontics,157,Orthodontics
23-02-2025,173574,scroll,913.736.774,unknown,Android,https://smileguru.com/home,158,Main
23-02-2025,173568,click,324.696.647,desktop,Windows,https://smileguru.com/home,159,Main
23-02-2025,173568,page_view,223.233.274,desktop,Android,https://smileguru.com/about-us,160,About
23-02-2025,173570,unknown,679.430.128,desktop,Windows,https://smileguru.com/root-canal,161,Root-canal
23-02-2025,173573,scroll,145.616.542,tablet,unknown,https://smileguru.com/cosmetic-dentistry,162,cosmetic-dentistry
23-02-2025,173573,scroll,145.616.542,tablet,unknown,https://smileguru.com/cosmetic-dentistry,163,cosmetic-dentistry
23-02-2025,173575,click,unknown,mobile,Windows,https://smileguru.com,164,main
23-02-2025,173571,click,unknown,desktop,iOS,https://smileguru.com/emergency-dental,165,Emergency-dental
23-02-2025,173568,form_submit,781.829.619,mobile,unknown,https://smileguru.com/teeth-whitening,166,teeth-whitening
23-02-2025,173572,click,190.755.772,desktop,Windows,https://smileguru.com/home,167,Main
23-02-2025,176721,scroll,403.661.235,mobile,Android,https://smileguru.com,168,main
23-02-2025,173570,page_view,612.560.574,tablet,iOS,https://smileguru.com/emergency-dental,169,Emergency-dental
23-02-2025,173570,page_view,612.560.574,tablet,iOS,https://smileguru.com/emergency-dental,170,Emergency-dental
23-02-2025,173569,scroll,716.123.913,mobile,iOS,https://smileguru.com,171,main
23-02-2025,173572,unknown,877.796.878,desktop,iOS,https://smileguru.com/home,172,Main
23-02-2025,173568,click,640.124.271,desktop,Android,https://smileguru.com/about,173,About
23-02-2025,173568,page_view,411.257.909,unknown,unknown,https://smileguru.com/index,174,Index
23-02-2025,173567,click,375.823.209,mobile,Linux,https://smileguru.com/emergency-dental,175,Emergency-dental
23-02-2025,173568,scroll,unknown,desktop,Linux,https://smileguru.com/teeth-whitening,176,teeth-whitening
23-02-2025,173572,form_submit,243.171.511,desktop,Android,https://smileguru.com/root-canal,177,Root-canal
23-02-2025,173572,click,412.346.284,desktop,iOS,https://smileguru.com/index,178,Index
23-02-2025,173570,form_submit,945.549.108,mobile,iOS,https://smileguru.com/dental-implants,179,Dental-implants
23-02-2025,173568,form_submit,312.183.643,tablet,Android,https://smileguru.com/root-canal,180,Root-canal
23-02-2025,173572,click,795.431.106,mobile,Android,https://smileguru.com/dental-implants,181,Dental-implants
23-02-2025,173571,page_view,971.529.740,desktop,Android,https://smileguru.com/home,182,Main
23-02-2025,173571,click,717.782.935,tablet,Windows,https://smileguru.com/emergency-dental,183,Emergency-dental
23-02-2025,173574,form_submit,661.678.165,tablet,Android,https://smileguru.com/cosmetic-dentistry,184,cosmetic-dentistry
23-02-2025,173574,click,345.175.446,tablet,iOS,https://smileguru.com/about,185,About
23-02-2025,173569,page_view,555.697.460,tablet,iOS,https://smileguru.com/teeth-whitening,186,teeth-whitening
23-02-2025,173569,scroll,800.859.714,desktop,iOS,https://smileguru.com/orthodontics,187,Orthodontics
23-02-2025,173575,unknown,unknown,tablet,iOS,https://smileguru.com/cosmetic-dentistry,188,cosmetic-dentistry
23-02-2025,173572,form_submit,940.345.651,mobile,iOS,https://smileguru.com/teeth-whitening,189,teeth-whitening
23-02-2025,173574,click,362.412.365,mobile,Android,https://smileguru.com/emergency-dental,190,Emergency-dental
23-02-2025,173571,form_submit,309.444.537,tablet,iOS,https://smileguru.com/contact,191,Contact
23-02-2025,173569,click,unknown,desktop,Android,https://smileguru.com/emergency-dental,192,Emergency-dental
23-02-2025,173574,click,988.694.450,mobile,iOS,https://smileguru.com/dental-implants,193,Dental-implants
23-02-2025,173575,click,640.679.104,mobile,Android,https://smileguru.com/root-canal,194,Root-canal
23-02-2025,173573,click,unknown,desktop,unknown,https://smileguru.com/root-canal,195,Root-canal
23-02-2025,173574,page_view,777.698.971,unknown,iOS,https://smileguru.com/about-us,196,About
,,,,,,,,
23-02-2025,173576,scroll,471.312.726,tablet,Windows,https://smileguru.com,198,main
23-02-2025,173567,form_submit,353.322.589,unknown,iOS,https://smileguru.com/dental-implants,199,Dental-implants
23-02-2025,173573,form_submit,385.239.516,mobile,iOS,https://smileguru.com/cosmetic-dentistry,200,cosmetic-dentistry
23-02-2025,173572,scroll,436.805.847,tablet,Windows,https://smileguru.com/about-us,201,About
23-02-2025,173570,scroll,428.109.227,tablet,Android,https://smileguru.com/home,202,Main
23-02-2025,173574,form_submit,937.254.332,tablet,iOS,https://smileguru.com,203,main
23-02-2025,173567,form_submit,146.883.690,desktop,Windows,https://smileguru.com/emergency-dental,204,Emergency-dental
23-02-2025,173569,form_submit,375.800.341,desktop,Android,https://smileguru.com/root-canal,205,Root-canal
23-02-2025,173572,form_submit,947.874.101,mobile,Windows,https://smileguru.com/about-us,206,About
23-02-2025,173567,click,563.465.506,tablet,Windows,https://smileguru.com/home,207,Main
23-02-2025,173574,scroll,302.260.143,tablet,iOS,https://smileguru.com/about-us,208,About
23-02-2025,173571,click,unknown,mobile,Linux,https://smileguru.com,209,main
23-02-2025,173575,scroll,109.748.566,mobile,Linux,https://smileguru.com/index,210,Index
23-02-2025,173570,form_submit,870.588.235,desktop,Windows,https://smileguru.com/dental-implants,211,Dental-implants
23-02-2025,173570,form_submit,870.588.235,desktop,Windows,https://smileguru.com/dental-implants,212,Dental-implants
23-02-2025,173568,click,648.796.165,mobile,Android,https://smileguru.com/home,213,Main
23-02-2025,173575,scroll,757.538.927,tablet,Android,https://smileguru.com/orthodontics,214,Orthodontics
23-02-2025,173568,scroll,868.339.186,mobile,Android,https://smileguru.com,215,main
23-02-2025,173571,click,684.141.768,desktop,Windows,https://smileguru.com/contact,216,Contact
23-02-2025,173572,form_submit,835.964.868,tablet,Linux,https://smileguru.com/cosmetic-dentistry,217,cosmetic-dentistry
23-02-2025,173570,click,200.984.543,tablet,Android,https://smileguru.com/cosmetic-dentistry,218,cosmetic-dentistry
23-02-2025,173575,form_submit,511.434.122,desktop,iOS,https://smileguru.com/contact,219,Contact
23-02-2025,173575,form_submit,511.434.122,desktop,iOS,https://smileguru.com/contact,220,Contact
23-02-2025,173572,scroll,316.988.453,desktop,iOS,https://smileguru.com/orthodontics,221,Orthodontics
23-02-2025,173573,scroll,157.544.172,mobile,unknown,https://smileguru.com/home,222,Main
23-02-2025,173573,form_submit,432.109.647,tablet,Windows,https://smileguru.com/emergency-dental,223,Emergency-dental
23-02-2025,173575,click,978.158.517,desktop,Android,https://smileguru.com/home,224,Main
23-02-2025,173573,page_view,130.150.889,smartwatch,Android,https://smileguru.com/teeth-whitening,225,teeth-whitening
23-02-2025,173569,click,634.465.304,tablet,Windows,https://smileguru.com/about,226,About
23-02-2025,173573,scroll,334.600.942,unknown,Windows,https://smileguru.com/root-canal,227,Root-canal
23-02-2025,173568,page_view,833.667.637,tablet,Android,https://smileguru.com,228,main
23-02-2025,173569,scroll,665.865.257,desktop,Android,https://smileguru.com/emergency-dental,229,Emergency-dental
23-02-2025,173568,scroll,228.955.625,unknown,unknown,https://smileguru.com/about,230,About
23-02-2025,173574,scroll,780.954.146,mobile,Windows,https://smileguru.com/about-us,231,About
23-02-2025,173570,form_submit,108.856.355,unknown,Android,https://smileguru.com/home,232,Main
23-02-2025,173567,click,225.906.793,unknown,Windows,https://smileguru.com/about-us,233,About
23-02-2025,173573,page_view,132.167.291,tablet,unknown,https://smileguru.com/index,234,Index
23-02-2025,173571,page_view,560.528.107,tablet,iOS,https://smileguru.com/emergency-dental,235,Emergency-dental
23-02-2025,173574,click,520.717.820,smartwatch,Windows,https://smileguru.com/home,236,Main
23-02-2025,173570,form_submit,115.630.652,tablet,Windows,https://smileguru.com/cosmetic-dentistry,237,cosmetic-dentistry
23-02-2025,173570,form_submit,115.630.652,tablet,Windows,https://smileguru.com/cosmetic-dentistry,238,cosmetic-dentistry
23-02-2025,173571,page_view,610.755.714,mobile,Windows,https://smileguru.com/root-canal,239,Root-canal
23-02-2025,173567,page_view,256.120.441,mobile,Windows,https://smileguru.com/emergency-dental,240,Emergency-dental
23-02-2025,173575,page_view,210.642.888,desktop,unknown,https://smileguru.com/home,241,Main
23-02-2025,173567,scroll,708.532.614,tablet,Windows,https://smileguru.com/orthodontics,242,Orthodontics
23-02-2025,173572,page_view,607.238.767,unknown,Windows,https://smileguru.com/orthodontics,243,Orthodontics
23-02-2025,173571,click,844.286.918,tablet,Linux,https://smileguru.com/home,244,Main
23-02-2025,173573,form_submit,624.790.300,unknown,unknown,https://smileguru.com/orthodontics,245,Orthodontics
23-02-2025,173570,page_view,282.314.629,smartwatch,iOS,https://smileguru.com/emergency-dental,246,Emergency-dental
23-02-2025,173574,scroll,481.904.324,unknown,Android,https://smileguru.com/about,247,About
23-02-2025,173574,page_view,470.554.355,unknown,Windows,https://smileguru.com/index,248,Index
23-02-2025,176721,form_submit,273.892.867,mobile,Android,https://smileguru.com/teeth-whitening,249,teeth-whitening
23-02-2025,173573,scroll,480.574.839,tablet,Windows,https://smileguru.com/emergency-dental,250,Emergency-dental
23-02-2025,173570,click,705.300.614,tablet,Windows,https://smileguru.com/root-canal,251,Root-canal
23-02-2025,173574,page_view,237.260.980,tablet,Windows,https://smileguru.com,252,main
23-02-2025,173571,form_submit,686.607.145,tablet,iOS,https://smileguru.com,253,main
23-02-2025,173575,scroll,774.480.558,tablet,Linux,https://smileguru.com,254,main
23-02-2025,173569,click,116.457.521,desktop,Android,https://smileguru.com/teeth-whitening,255,teeth-whitening
23-02-2025,173576,form_submit,477.918.903,desktop,iOS,https://smileguru.com/root-canal,256,Root-canal
23-02-2025,173571,form_submit,291.817.140,desktop,Android,https://smileguru.com/dental-implants,257,Dental-implants
23-02-2025,173568,page_view,300.429.227,smartwatch,Windows,https://smileguru.com/about,258,About
23-02-2025,173568,form_submit,826.779.211,tablet,iOS,https://smileguru.com/index,259,Index
23-02-2025,173570,click,unknown,desktop,unknown,https://smileguru.com/home,260,Main
23-02-2025,173572,unknown,851.104.448,desktop,Windows,https://smileguru.com/emergency-dental,261,Emergency-dental
23-02-2025,173570,click,832.637.841,desktop,unknown,https://smileguru.com/about,262,About
23-02-2025,173573,page_view,769.981.437,tablet,Android,https://smileguru.com/about,263,About
,,,,,,,,
23-02-2025,173567,click,221.490.900,tablet,Linux,https://smileguru.com/orthodontics,265,Orthodontics
23-02-2025,173567,click,221.490.900,tablet,Linux,https://smileguru.com/orthodontics,266,Orthodontics
23-02-2025,173568,click,489.631.438,mobile,Android,https://smileguru.com/emergency-dental,267,Emergency-dental
23-02-2025,173571,unknown,348.689.547,mobile,Android,https://smileguru.com/cosmetic-dentistry,268,cosmetic-dentistry
23-02-2025,173570,click,733.627.744,tablet,Android,https://smileguru.com/about,269,About
23-02-2025,173574,page_view,385.992.801,tablet,iOS,https://smileguru.com,270,main
23-02-2025,173569,page_view,503.791.522,desktop,iOS,https://smileguru.com,271,main
23-02-2025,173570,form_submit,137.541.955,desktop,Linux,https://smileguru.com/home,272,Main
23-02-2025,173571,click,479.311.947,smartwatch,iOS,https://smileguru.com,273,main
23-02-2025,173568,unknown,786.703.813,desktop,iOS,https://smileguru.com/root-canal,274,Root-canal
23-02-2025,173570,form_submit,107.111.801,tablet,Android,https://smileguru.com/teeth-whitening,275,teeth-whitening
23-02-2025,173574,page_view,803.315.517,desktop,Windows,https://smileguru.com,276,main
23-02-2025,173570,click,unknown,desktop,iOS,https://smileguru.com/about-us,277,About
23-02-2025,173573,form_submit,757.800.433,unknown,Windows,https://smileguru.com/about,278,About
23-02-2025,173570,form_submit,496.234.745,mobile,unknown,https://smileguru.com/contact,279,Contact
23-02-2025,173567,click,151.474.302,mobile,Windows,https://smileguru.com/emergency-dental,280,Emergency-dental
23-02-2025,173568,unknown,859.229.456,tablet,unknown,https://smileguru.com/contact,281,Contact
23-02-2025,173573,unknown,610.889.896,smartwatch,iOS,https://smileguru.com/home,282,Main
23-02-2025,173568,click,757.773.875,desktop,Linux,https://smileguru.com/root-canal,283,Root-canal
23-02-2025,173571,scroll,540.575.263,desktop,Android,https://smileguru.com,284,main
23-02-2025,173572,scroll,945.214.182,mobile,Android,https://smileguru.com/dental-implants,285,Dental-implants
23-02-2025,173571,scroll,393.375.611,mobile,Windows,https://smileguru.com/index,286,Index
23-02-2025,173575,page_view,763.527.261,desktop,Linux,https://smileguru.com/about,287,About
23-02-2025,173569,page_view,819.160.269,mobile,Windows,https://smileguru.com,288,main
23-02-2025,173573,scroll,631.338.889,unknown,iOS,https://smileguru.com/root-canal,289,Root-canal
23-02-2025,173575,scroll,297.963.834,mobile,Android,https://smileguru.com/contact,290,Contact
23-02-2025,173574,form_submit,971.602.242,mobile,Windows,https://smileguru.com/home,291,Main
23-02-2025,173568,page_view,unknown,mobile,iOS,https://smileguru.com/index,292,Index
